time,state_mean_1,state_mean_2,state_variance_1,state_variance_2
336.0,-4768.5933788116145,-23.245761081110484,4.72180770843431,4.72180770843431
337.0,-4793.843755041148,-24.046013522102367,4.72180770843431,4.72180770843431
338.0,-4820.367757266848,-25.03523906515201,4.72180770843431,4.72180770843431
339.0,-4844.959157537872,-24.858056388124137,4.72180770843431,4.72180770843431
340.0,-4866.669097338185,-23.60131242611972,4.72180770843431,4.72180770843431
341.0,-4887.2200534651565,-22.383594862621905,4.72180770843431,4.72180770843431
342.0,-4907.635183093761,-21.597773649123845,4.72180770843431,4.72180770843431
343.0,-4926.2591885642705,-20.410630448219546,4.72180770843431,4.72180770843431
344.0,-4951.57152420716,-22.36741579434613,4.72180770843431,4.72180770843431
345.0,-4976.217969350011,-23.27721576301743,4.72180770843431,4.72180770843431
346.0,-4999.991762697534,-23.47545203019067,4.72180770843431,4.72180770843431
347.0,-5026.8561257996835,-24.828322360325352,4.72180770843431,4.72180770843431
348.0,-5051.536123750836,-24.769110510812595,4.72180770843431,4.72180770843431
349.0,-5077.617188669388,-25.292849303313464,4.72180770843431,4.72180770843431
350.0,-5107.556862327599,-27.14788493735688,4.72180770843431,4.72180770843431
351.0,-5133.256399312447,-26.569697156368925,4.72180770843431,4.72180770843431
352.0,-5162.560771859151,-27.661393314685117,4.72180770843431,4.72180770843431
353.0,-5186.066767674138,-26.00253775079236,4.72180770843431,4.72180770843431
354.0,-5220.249256233397,-29.268015220030716,4.72180770843431,4.72180770843431
355.0,-5247.1729656122925,-28.332156547469072,4.72180770843431,4.72180770843431
356.0,-5272.348529954704,-27.072029076467807,4.72180770843431,4.72180770843431
357.0,-5301.669727104425,-27.969908273997568,4.72180770843431,4.72180770843431
358.0,-5329.811371172227,-28.038466065904103,4.72180770843431,4.72180770843431
